t_s,t_utc,x_eci_m,y_eci_m,z_eci_m,vx_eci_mps,vy_eci_mps,vz_eci_mps,r_norm_m,v_norm_mps,x_ecef_m,y_ecef_m,z_ecef_m,lat_deg,lon_deg,alt_m,lat_rad,lon_rad,alt_km,B_N_nT,B_E_nT,B_D_nT,Bx_ecef_T,By_ecef_T,Bz_ecef_T,Bx_eci_T,By_eci_T,Bz_eci_T,B_norm_T,B_norm_nT,q_eci_from_body_w,q_eci_from_body_x,q_eci_from_body_y,q_eci_from_body_z,q_eci_from_body_norm,omega_body_x_radps,omega_body_y_radps,omega_body_z_radps,omega_body_x_degps,omega_body_y_degps,omega_body_z_degps,yaw_eci_from_body_rad,pitch_eci_from_body_rad,roll_eci_from_body_rad,yaw_eci_from_body_deg,pitch_eci_from_body_deg,roll_eci_from_body_deg,Bx_body_T,By_body_T,Bz_body_T,B_body_norm_T,Bx_magnetometer_T,By_magnetometer_T,Bz_magnetometer_T,B_magnetometer_norm_T,det_R_eci_from_body,RT_R_minus_I_fro,RT_R_minus_I_11,RT_R_minus_I_12,RT_R_minus_I_13,RT_R_minus_I_21,RT_R_minus_I_22,RT_R_minus_I_23,RT_R_minus_I_31,RT_R_minus_I_32,RT_R_minus_I_33,q_kalman_w,q_kalman_x,q_kalman_y,q_kalman_z,q_kalman_norm,q_kalman_error_angle_rad,q_kalman_error_angle_deg,P_kalman_ww,P_kalman_xx,P_kalman_yy,P_kalman_zz,sigma_kalman_w,sigma_kalman_x,sigma_kalman_y,sigma_kalman_z,omega_kalman_x_radps,omega_kalman_y_radps,omega_kalman_z_radps,omega_kalman_x_degps,omega_kalman_y_degps,omega_kalman_z_degps,omega_kalman_error_x_radps,omega_kalman_error_y_radps,omega_kalman_error_z_radps,omega_kalman_error_norm_radps,omega_kalman_error_norm_degps,mag_bias_kalman_x_T,mag_bias_kalman_y_T,mag_bias_kalman_z_T,mag_bias_kalman_x_uT,mag_bias_kalman_y_uT,mag_bias_kalman_z_uT,sigma_kalman_omega_x_radps,sigma_kalman_omega_y_radps,sigma_kalman_omega_z_radps,sigma_kalman_mag_bias_x_T,sigma_kalman_mag_bias_y_T,sigma_kalman_mag_bias_z_T,sigma_kalman_mag_bias_x_uT,sigma_kalman_mag_bias_y_uT,sigma_kalman_mag_bias_z_uT,innovation_kalman_x_T,innovation_kalman_y_T,innovation_kalman_z_T,innovation_kalman_norm_T
230.0,2026-01-01T12:03:50.000,6649168.194427588,-211288.2944324442,1720805.0660337228,-1920.721125582747,-898.6565008241952,7318.9698624636885,6871480.953654673,7619.978543039684,1563655.1251649118,6461635.191876098,1737671.9463387746,14.735701905922006,76.396472979646,494717.32753896376,0.2571865158507427,1.3333699904057057,494.71732753896373,30946.702206020003,-536.4495738846015,10285.231977527978,-3.6695613576642368e-06,-1.7444868425154363e-05,2.731269004467261e-05,-1.7757222718480156e-05,3.1159391479460826e-08,2.7357854865167765e-05,3.261552011550588e-05,32615.52011550588,0.9009540716026947,0.19628698150031454,-0.3869320461974737,-0.006064105989983232,1.0,0.001782625456402057,-0.0034711281314291327,-0.00011577444238151873,0.10213691510442,-0.19888099208002102,-0.006633386923941551,-0.228389526123464,-0.7681909929082148,0.5216723183132396,-13.085755931867348,-44.01410175360486,29.88962212815387,6.565310798032886e-06,1.2336650694278324e-05,2.946991510299213e-05,3.261552011550588e-05,6.674006473151271e-06,1.0860964370940403e-05,2.843662788898865e-05,3.1163194880616926e-05,1.0,5.1559868447956615e-17,0.0,-2.2553848492096633e-17,-1.559010867708141e-17,-2.2553848492096633e-17,0.0,2.4030864462553932e-17,-1.559010867708141e-17,2.4030864462553932e-17,0.0,0.8990135860987597,0.19247035435365917,-0.3920916063265071,-0.03152628987248882,1.0,0.05266179077455354,3.0172983529828925,8.024106337330075e-05,0.0001955687556861719,0.00013608272290303443,0.0045728155948675615,0.008957737625835039,0.013984589936289583,0.011665449965733616,0.06762259677702093,0.0018386313618520666,-0.0034417886929380107,-0.00039687299356233434,0.1053458171145143,-0.19719996608119605,-0.02273914753384445,5.6005905450009705e-05,2.9339438491122072e-05,-0.00028109855118081564,0.00028812125845241514,0.016508132097321385,9.930940286871761e-08,-1.5487058024810836e-08,1.6625309664536706e-07,0.0993094028687176,-0.015487058024810835,0.16625309664536705,0.00037431841344525877,9.554883639385347e-05,0.0005970378003690324,4.7117969165429627e-07,4.5714882898510146e-07,2.3358652075771363e-07,0.4711796916542963,0.45714882898510145,0.23358652075771363,-8.295188054161555e-08,-1.0710403215991128e-06,-1.420894316859876e-06,1.7812773632035004e-06
240.0,2026-01-01T12:04:00.000,6629552.945738285,-220261.69687792158,1793887.564187325,-2002.2883322777432,-896.0056185704645,7297.380159049537,6871500.568900846,7619.956812198824,1573094.8028176452,6439273.514869705,1810704.1200732694,15.369399356487468,76.27170693185552,494854.76506037504,0.26824662282460404,1.331192412077061,494.85476506037503,30835.42984127621,-486.3904240769877,11097.70184439043,-4.00651757245785e-06,-1.8449726963826866e-05,2.6791317385856832e-05,-1.881114074367234e-05,1.4205607979396396e-07,2.683915235919034e-05,3.277528482512224e-05,32775.28482512224,0.8923144834582071,0.20441052815319616,-0.40242800602403117,-0.006549699105067334,1.0,0.0017859383214716864,-0.003469367978936811,-0.0001208636516609889,0.10232672829100609,-0.19878014277091155,-0.006924977136714006,-0.2549848895765497,-0.7973495995975918,0.5582757887706161,-14.609558012345634,-45.68476685338809,31.986846500893343,6.461908021798986e-06,1.2937447034301928e-05,2.9412335920839924e-05,3.277528482512224e-05,5.842455735797374e-06,1.3234607778355693e-05,2.965476165691049e-05,3.299536362884691e-05,1.0000000000000002,9.009675715557955e-17,0.0,5.2079780639269905e-17,9.030957459627278e-18,5.2079780639269905e-17,0.0,3.5564744915487126e-17,9.030957459627278e-18,3.5564744915487126e-17,0.0,0.8895605993531747,0.20441464553510327,-0.40654403157005287,-0.040231121833057944,0.9999999999999999,0.06809040309130755,3.9012927224764566,9.380269818177304e-05,0.00021994589331776078,0.00013704651973232203,0.0045040569332911295,0.009685179305607772,0.014830572926146878,0.011706686966529942,0.06711227110812992,0.0019133881007113711,-0.003410966289291832,-0.00047372476987773016,0.10962906274131408,-0.19543397243782137,-0.02714242996480009,0.00012744977923968468,5.840168964497917e-05,-0.0003528611182167413,0.0003796908905027903,0.021754685545373756,9.200109338027588e-08,-1.712618460457709e-08,1.7073543580795997e-07,0.09200109338027587,-0.017126184604577092,0.17073543580795997,0.00037867057035121396,9.066571605078533e-05,0.00057333030007451,4.7108243034964364e-07,4.542795172219573e-07,2.3191273787340364e-07,0.47108243034964364,0.4542795172219573,0.23191273787340363,-8.104324992753951e-07,8.199314337708309e-07,-1.2164067344186774e-07,1.1592604734927542e-06
250.0,2026-01-01T12:04:10.000,6609123.250098013,-229208.03996397118,1866749.6815436285,-2083.6088440066032,-893.2446848258894,7274.894158169031,6871520.998593651,7619.9341791352845,1582308.8637996519,6416110.5883173905,1883513.8470783846,16.003017613369497,76.14644112316455,494997.4782985623,0.2793053476079427,1.3290061112752305,494.99747829856227,30714.623397892403,-436.4358801133896,11904.57213416187,-4.3437457748386395e-06,-1.9436199385268395e-05,2.624239757623029e-05,-1.984736208745279e-05,2.5546328038669434e-07,2.6292857606794846e-05,3.2943852301290965e-05,32943.852301290965,0.8833349153261714,0.21248159155384067,-0.41775751611453504,-0.0070468678337708935,1.0,0.0017893919875104562,-0.0034675285844044594,-0.00012595986652905885,0.10252460877887526,-0.19867475322734837,-0.007216968740146234,-0.2840029101224025,-0.8257329612644749,0.5972052792658946,-16.272168119446906,-47.3110136852939,34.217342004867454,6.360084412727102e-06,1.3533559786539782e-05,2.935454803290988e-05,3.2943852301290965e-05,7.3505697667948695e-06,1.2906307140203248e-05,2.9613087723986593e-05,3.3129120188171394e-05,1.0000000000000002,3.568539039196903e-16,2.220446049250313e-16,1.1767370365356843e-16,2.033023020914624e-17,1.1767370365356843e-16,0.0,1.0398509659745177e-17,2.033023020914624e-17,1.0398509659745177e-17,2.220446049250313e-16,0.88156451114705,0.20961084621114776,-0.42207782216355305,-0.02752485920729327,1.0,0.042398373318894574,2.429247849392736,0.00011854858473140122,0.000242512455091828,0.00013447267732403086,0.0043885468714571,0.010888001870471975,0.015572811406160032,0.011596235480707989,0.06624610834952571,0.0018467755710165062,-0.0034353191640960146,-0.0003470982984287069,0.10581244592710844,-0.19682928938311153,-0.01988726757613724,5.7383583506049945e-05,3.220942030844479e-05,-0.00022113843189964803,0.00023072175553171646,0.013219382833816507,9.477576175329763e-08,-1.002177401223131e-08,1.6836673559979454e-07,0.09477576175329763,-0.01002177401223131,0.16836673559979454,0.0003814975746800636,8.649052149626756e-05,0.0005487677234085144,4.70944169978144e-07,4.511507479918287e-07,2.3041173309182276e-07,0.470944169978144,0.4511507479918287,0.23041173309182275,1.0031871483197689e-06,-2.0961586648594813e-07,-1.1590587030956549e-07,1.0313861724925454e-06
260.0,2026-01-01T12:04:20.000,6587881.624555917,-238126.22487495802,1939382.4689674412,-2164.6726461273133,-890.3740417126388,7251.514646183638,6871542.240216018,7619.910646645625,1591295.0165386936,6392149.583236254,1956092.184674504,16.636553354078917,76.02065068023926,495145.4037881252,0.2903626322123831,1.326810653878642,495.1454037881252,30584.4487144548,-386.5744430607714,12705.495887058909,-4.680971402131242e-06,-2.0403463600653785e-05,2.566660765532602e-05,-2.0865031171708794e-05,3.7132102592010053e-07,2.571964547972124e-05,3.312080265789486e-05,33120.80265789486,0.8740187748011855,0.22049797443571245,-0.43291425694554575,-0.007554515078330548,1.0,0.0017929864239560136,-0.0034656094030145962,-0.0001310633610585243,0.1027305548169337,-0.19856479223358917,-0.007509377437452709,-0.3156430964840263,-0.8532461788779172,0.6386719690080987,-18.085017260975338,-48.88740493536914,36.59320831747417,6.260052215331799e-06,1.4124629573067818e-05,2.929665773408552e-05,3.312080265789486e-05,7.185642609299136e-06,1.3615283033347579e-05,2.985343297164293e-05,3.358923714494146e-05,1.0000000000000002,3.9541087878914475e-16,2.220446049250313e-16,1.6538136696422297e-16,-1.550639780453826e-18,1.6538136696422297e-16,0.0,3.895733478313068e-17,-1.550639780453826e-18,3.895733478313068e-17,2.220446049250313e-16,0.8730403183027516,0.2150638045075936,-0.43726577996020255,-0.018622574589604975,1.0,0.02622424352137957,1.5025384746983415,0.00011723976317757334,0.0002743791277184007,0.00014053889671894416,0.004276419032819673,0.010827731210995836,0.016564393370069447,0.011854910236646424,0.06539433486793542,0.001798735575171255,-0.0034508394210365266,-0.0002636867036363924,0.10305995691734954,-0.19771853460276148,-0.01510813523208222,5.749151215241272e-06,1.4769981978069585e-05,-0.00013262334257786807,0.0001335670472229388,0.007652828087898956,9.616390582166045e-08,7.523848972708155e-09,1.7394744158409375e-07,0.09616390582166044,0.007523848972708155,0.17394744158409375,0.0003835458195171507,8.26573975064738e-05,0.000525575200800217,4.708675273481313e-07,4.479526471381596e-07,2.2913245049557146e-07,0.4708675273481313,0.4479526471381596,0.22913245049557146,7.574993103639338e-07,-6.56767314831955e-08,1.98916116957638e-07,7.859301876411516e-07
270.0,2026-01-01T12:04:30.000,6565830.686147737,-247015.15628441505,2011777.0057405636,-2245.469756170926,-887.39404493468,7227.244520069695,6871564.291150884,7619.886217637458,1600051.002126768,6367393.771807944,2028430.2188526217,17.270003246054113,75.89431016584396,495298.4757822894,0.30141841847375267,1.3246055959237808,495.2984757822894,30445.078833273677,-336.7948386554445,13500.136862382169,-5.017921239196345e-06,-2.135073042992886e-05,2.5064650960593405e-05,-2.1863324595258045e-05,4.89566355175962e-07,2.5120217229492834e-05,3.3305704484827286e-05,33305.704484827285,0.8643695983780552,0.22845747867196467,-0.4478919832012609,-0.008071506838853574,0.9999999999999999,0.0017967215971363246,-0.0034636098673126894,-0.00013617440706705463,0.10294456447591598,-0.19845022727688416,-0.007802218802638681,-0.35011180448497814,-0.8797827428519114,0.682893542702809,-20.059928754698696,-50.407838053857915,39.126917853607814,6.162036176915769e-06,1.4710317230871522e-05,2.923877268888265e-05,3.3305704484827286e-05,5.800110235849117e-06,1.414726338430645e-05,2.8957034794884317e-05,3.274593416174107e-05,1.0000000000000002,2.306354743770342e-16,0.0,9.344093965035641e-18,-1.915408487664982e-17,9.344093965035641e-18,2.220446049250313e-16,-3.8603972242683274e-17,-1.915408487664982e-17,-3.8603972242683274e-17,0.0,0.8625320512414366,0.22589747159400322,-0.4519746486133237,-0.026976099042280967,1.0,0.03919154329387051,2.2455100233430247,0.00012044324972342716,0.00030545656205577303,0.0001442404434957564,0.004150646131010011,0.010974663991367898,0.017477315642162358,0.012010014300397664,0.06442550838767212,0.0018508919565958265,-0.0034327219904678945,-0.00032924522430937623,0.10604829744765201,-0.19668048229555757,-0.018864361777765352,5.4170359459501964e-05,3.0887876844794965e-05,-0.0001930708172423216,0.00020289117588147797,0.011624808078455168,9.568150221589601e-08,-3.176491827306127e-08,1.5879417331259526e-07,0.09568150221589601,-0.031764918273061264,0.15879417331259527,0.00038464650055470537,7.912556475706461e-05,0.0005031600601501143,4.708170085536108e-07,4.446558010148093e-07,2.2803683068121202e-07,0.4708170085536108,0.4446558010148093,0.22803683068121203,-6.643110790012077e-07,-9.778695555625453e-08,-6.449280100266283e-07,9.310228979341037e-07
280.0,2026-01-01T12:04:40.000,6542973.151567834,-255873.74249063473,2083924.4006660937,-2325.9902250901987,-884.3050637321999,7202.086787047194,6871587.148681534,7619.86089512908,1608574.5947456018,6341846.526923259,2100519.0653778086,17.903363945489335,75.76739354613878,495456.6262859418,0.3124726480316315,1.3223904830344237,495.4566262859418,30296.693553657162,-287.0860296047703,14288.169749950348,-5.354323852320589e-06,-2.2277244320789386e-05,2.4437255472583867e-05,-2.2841451915966986e-05,6.10133470105697e-07,2.449529883457696e-05,3.349811716314818e-05,33498.11716314818,0.8543910502440208,0.2363579053252701,-0.4626845265016618,-0.00859667314153955,0.9999999999999999,0.0018005974700425673,-0.003461529387166031,-0.00014129327401257838,0.10316663563537279,-0.1983310245451199,-0.008095508274506216,-0.38761662415644255,-0.9052236064097152,0.7300886156742281,-22.208796633272833,-51.86549216288826,41.83099634868207,6.066273698937744e-06,1.5290304609459758e-05,2.9181000014316037e-05,3.349811716314818e-05,5.170434053348704e-06,1.557727709024534e-05,2.881159767411331e-05,3.315860537449188e-05,1.0,2.233887564286834e-16,0.0,-4.400748419921636e-18,3.0094595350514687e-18,-4.400748419921636e-18,0.0,-1.6460301572925433e-17,3.0094595350514687e-18,-1.6460301572925433e-17,2.220446049250313e-16,0.8507307626866972,0.23947062481772868,-0.4662816398169169,-0.03863187333749532,1.0,0.061260511063072315,3.5099687347285315,0.00014654980555407643,0.0003278762598827181,0.00013855654842853885,0.0039979190613520345,0.012105775710547276,0.018107353751520904,0.011771004563270666,0.06322909979868474,0.001946322627655912,-0.003404104462993004,-0.00041944736360682063,0.11151607213549615,-0.19504081875114665,-0.024032563662560066,0.00014572515761334466,5.74249241730271e-05,-0.00027815408959424226,0.00031922271384679664,0.01829011422813383,8.726673129135919e-08,-5.849157242136983e-08,1.519766520394932e-07,0.08726673129135919,-0.05849157242136983,0.1519766520394932,0.00038469281961297494,7.612220329746645e-05,0.00048088784742720246,4.707224371330558e-07,4.4118503955037305e-07,2.2706446410503353e-07,0.47072243713305584,0.441185039550373,0.22706446410503353,-1.064060708579195e-06,7.495194374837916e-07,-7.348369999148797e-07,1.4946538044483676e-06
290.0,2026-01-01T12:04:50.000,6519311.836828742,-264700.8955517959,2155815.793168947,-2406.2241385037787,-881.107480834299,7176.0445641945225,6871610.809991929,7619.834682249096,1616863.6020837019,6315511.321714497,2172349.8708888576,18.536632096060423,75.63987415659703,495619.78508977103,0.3235252623071122,1.320164849826787,495.619785089771,30139.47898248762,-237.43723328039044,15069.280348728757,-5.68991000191934e-06,-2.318228397068585e-05,2.3785172147299752e-05,-2.3798656334585274e-05,7.329538889517496e-07,2.384563933445942e-05,3.369759308918285e-05,33697.59308918285,0.8440869210264568,0.2441970547075176,-0.4772857981026539,-0.009128809000227167,1.0,0.0018046140020924948,-0.0034593673497223297,-0.00014642022888699114,0.10339676597011266,-0.19820714892444655,-0.008389261150564091,-0.4283581573531449,-0.9294365147355451,0.7804685473464201,-24.543114536336013,-53.252789619695484,44.71755380565614,5.973014839548375e-06,1.5864295255884614e-05,2.9123444332097732e-05,3.369759308918285e-05,6.2855089582760615e-06,1.6145041914790522e-05,2.9669975508127676e-05,3.4358076895364905e-05,1.0000000000000002,2.4775074067115206e-16,2.220446049250313e-16,5.0022640071762815e-17,-3.882174984104087e-17,5.0022640071762815e-17,0.0,-4.504351987718214e-17,-3.882174984104087e-17,-4.504351987718214e-17,0.0,0.8409367435299296,0.246704382318596,-0.4804729504724368,-0.03328791057409022,1.0,0.049398844239270746,2.8303452877343536,0.0001807703975328644,0.00034646444573269554,0.00013090284337192898,0.0038196307474672765,0.013445088230757893,0.01861355542965114,0.011441278048012336,0.06180316130641924,0.0019331715019879532,-0.003405813567309301,-0.00037269331631784085,0.11076256813887594,-0.19513874321521807,-0.021353754077746454,0.00012855749989545842,5.355378241302892e-05,-0.0002262730874308497,0.00026569634639114217,0.015223279280258429,8.076765158524261e-08,-2.5876632992654748e-08,1.6256824849645512e-07,0.08076765158524261,-0.025876632992654747,0.16256824849645513,0.00038357609998181303,7.369744116955657e-05,0.00045866869337734406,4.70550977338617e-07,4.374700596278953e-07,2.262032238969905e-07,0.470550977338617,0.4374700596278953,0.2262032238969905,3.716301316812221e-07,6.318428778741872e-07,2.075771078077429e-07,7.61854732071387e-07
300.0,2026-01-01T12:05:00.000,6494849.656908318,-273495.53142060956,2227442.354392457,-2486.161617935749,-877.8016924099647,7149.1210780491565,6871635.272167066,7619.807582236012,1624915.8657514455,6288391.729074038,2243913.813993984,19.169804327541485,75.5117246663859,495787.87980550394,0.33457620247865644,1.3179282192878508,495.78787980550396,29973.627083433552,-187.83794521868532,15843.16571286078,-6.024413032734408e-06,-2.4065162853012706e-05,2.3109173241476423e-05,-2.473421528112832e-05,8.579565943916036e-07,2.3172009156404863e-05,3.390367979195728e-05,33903.67979195728,0.8334611264962786,0.25197272644966845,-0.4916897915673925,-0.009666675410355052,1.0,0.0018087711488841004,-0.003457123119368231,-0.0001515555361081125,0.10363495293608802,-0.19807856399690155,-0.0086834925808374,-0.47251860573892324,-0.95227577661415,0.8342260631976113,-27.073321850246423,-54.561382932533576,47.797632581037014,5.882522167122129e-06,1.643201498516883e-05,2.9066205805300366e-05,3.390367979195729e-05,6.847907276094915e-06,1.6133529500659406e-05,2.874290749325621e-05,3.366510566412239e-05,1.0000000000000004,5.239842168761373e-16,2.220446049250313e-16,1.1633055652553477e-16,-9.232322395745738e-18,1.1633055652553477e-16,0.0,2.0054405214483486e-17,-9.232322395745738e-18,2.0054405214483486e-17,4.440892098500626e-16,0.8322671951297027,0.25050362139087845,-0.4942498149499833,-0.017215458254139226,1.0,0.016385598477867018,0.9388256375777659,0.00019077810652000035,0.000374244323351094,0.00013168969478285312,0.003651487398654987,0.013812244803796388,0.019345395404361577,0.01147561304605785,0.06042753841300328,0.0018502844517216063,-0.0034286731557541398,-0.00023828069362952914,0.10601348998232557,-0.19644850115451334,-0.013652478084421821,4.151330283750591e-05,2.8449963614091134e-05,-8.672515752141665e-05,0.00010026967482362809,0.005745029180543057,8.410709209667723e-08,-4.522620046763033e-08,1.5405368548388155e-07,0.08410709209667723,-0.04522620046763033,0.15405368548388154,0.0003820008359311817,7.15615090622501e-05,0.00043791073994206786,4.7039862557095777e-07,4.336402375388965e-07,2.2547924495351027e-07,0.4703986255709578,0.4336402375388965,0.22547924495351027,9.899489466181739e-07,-1.8343795142045777e-08,-6.491660289916008e-07,1.1839560570086077e-06
310.0,2026-01-01T12:05:10.000,6469589.625384501,-282256.5700784651,2298795.2882909095,-2565.7928220503804,-874.3881080173312,7121.319664194421,6871660.532193344,7619.77959843784,1632729.2616890506,6260491.421160407,2315202.1063624197,19.802877254305702,75.38291704115113,495960.8359021639,0.34562540945592896,1.315680102125829,495.96083590216386,29799.33522621,-138.2779687715472,16609.53426543811,-6.357569240355358e-06,-2.4925229649052683e-05,2.2410050636522967e-05,-2.564744090506507e-05,9.850681757468763e-07,2.247519844063177e-05,3.4115921931488983e-05,34115.921931488985,0.8225177062274229,0.25968271958219896,-0.5058905854076684,-0.010209000375080966,1.0,0.0018130688619395292,-0.003454796037687935,-0.0001566994574098352,0.10388119375572236,-0.19794523203803835,-0.008978217561573552,-0.52024671641117,-0.9735827217433555,0.8915202326883389,-29.807941155899467,-55.78218096275388,51.080346683562915,5.79507046585822e-06,1.6993212334854318e-05,2.9009378174544587e-05,3.4115921931488983e-05,6.015352254951821e-06,1.5105877900896287e-05,2.76622657021215e-05,3.208695924644011e-05,1.0000000000000002,2.9294061647088857e-16,2.220446049250313e-16,9.569769340788287e-17,9.46932479169454e-17,9.569769340788287e-17,0.0,1.141662718872181e-17,9.46932479169454e-17,1.141662718872181e-17,0.0,0.8219428428023088,0.25715513306681625,-0.508033076719371,-0.013549673888947828,1.0,0.009480416060628265,0.5431878283020416,0.0001842946916868163,0.00040685149807098285,0.00013729417466543678,0.0034819220948594984,0.01357551810012481,0.02017056018237924,0.011717259690961738,0.059007813845790784,0.001811592684273855,-0.0034368741123414295,-0.00020140053775934483,0.10379661500566775,-0.19691838135493506,-0.011539400805275633,-1.4761776656743112e-06,1.792192534650532e-05,-4.4701080349509616e-05,4.818258080509657e-05,0.0027606585261800856,9.877369550781507e-08,-1.7157366967941234e-07,1.1886213726427305e-07,0.09877369550781508,-0.17157366967941234,0.11886213726427305,0.0003795000271880211,6.937720072062917e-05,0.0004179786855798631,4.703089147941666e-07,4.2968533783678915e-07,2.2490305288246745e-07,0.4703089147941666,0.42968533783678914,0.22490305288246745,4.245974229826136e-08,-1.6369202322833131e-06,-1.6015900177108196e-06,2.2905024037109053e-06
320.0,2026-01-01T12:05:20.000,6443534.854057761,-290982.9356690612,2369865.8327178815,-2645.1079478819183,-870.8671505512317,7092.643766832343,6871686.586958937,7619.750734311655,1640301.7005725782,6231814.1688906895,2386205.99381179,20.435847473702616,75.25342250404717,496138.57674341823,0.356672823851476,1.3134199960900188,496.13857674341824,29616.805737353,-88.7474511648411,17368.105880479976,-6.689118213131859e-06,-2.576186858763115e-05,2.168861416674952e-05,-2.6537680470988547e-05,1.1142129644077124e-06,2.1756015369534367e-05,3.433386316844868e-05,34333.86316844868,0.8112608222127637,0.2673248326265771,-0.5198823456942554,-0.010754479963330572,0.9999999999999999,0.0018175070884391955,-0.003452385423422083,-0.00016185225173041078,0.10413548540267636,-0.19780711401457102,-0.009273450928841513,-0.5716389667305944,-0.9931871370761335,0.952457684943317,-32.75250019888234,-56.905431221143616,54.57180551205312,5.710946295745857e-06,1.7547658903101822e-05,2.8953046808535616e-05,3.4333863168448675e-05,4.688246683391455e-06,1.6350412075500337e-05,2.9452821035259052e-05,3.401153185227029e-05,0.9999999999999998,2.8706093909487244e-16,-1.1102230246251565e-16,-9.463258829637259e-17,-3.7829766779778827e-17,-9.463258829637259e-17,0.0,8.332133796618218e-19,-3.7829766779778827e-17,8.332133796618218e-19,-2.220446049250313e-16,0.8080809710120376,0.2703501998470207,-0.5222848893659302,-0.03368097491072067,1.0,0.04693339782851005,2.689085613782088,0.0001952341686427819,0.0004303934284096288,0.00013511010646885028,0.003310680946765083,0.013972622110498155,0.02074592558575367,0.011623687300889089,0.057538517071306965,0.0019132394697578233,-0.003404156311288181,-0.0003580208361177384,0.10962054681497078,-0.19504378943963527,-0.02051308288729132,9.573238131862778e-05,4.8229112133901884e-05,-0.0001961685843873276,0.00022354607934537278,0.012808246873186485,1.0116700270735372e-07,-1.944906796166565e-07,1.1364778735892264e-07,0.10116700270735372,-0.1944906796166565,0.11364778735892264,0.00037647185937972474,6.733875073524204e-05,0.000399024327520846,4.702177927280691e-07,4.256450103183152e-07,2.2442257015728883e-07,0.4702177927280691,0.4256450103183152,0.22442257015728884,-1.2547768601095406e-06,-8.263185314548292e-07,2.8752637161917627e-07,1.529685816914216e-06
330.0,2026-01-01T12:05:30.000,6416688.552561268,-299673.55663150345,2440645.2605102295,-2724.0972320592555,-867.2392561890535,7063.096938342668,6871713.433254186,7619.720993423172,1647631.1282103872,6202363.841421191,2456916.7573911003,21.06871156430419,75.12321149496222,496321.02362591587,0.36771838595011314,1.3111473852591422,496.32102362591587,29426.245454035256,-39.236926131118366,18118.611933744898,-7.01880314871459e-06,-2.657449969485231e-05,2.0945689957388237e-05,-2.7404316661882324e-05,1.2453131617404298e-06,2.1015284506463877e-05,3.455704789855675e-05,34557.04789855675,0.7996947574368348,0.27489686369823774,-0.5336593286351494,-0.011301779399548023,1.0,0.0018220857709460598,-0.003449890572427078,-0.00016701417509881378,0.10439782458605006,-0.19766416958204322,-0.009569207352020959,-0.6267174936373573,-1.0109100002529212,1.0170705676657426,-35.908267332437596,-57.92087648206137,58.27385099422186,5.630447410357552e-06,1.8095149570496724e-05,2.8897286783428234e-05,3.455704789855675e-05,5.024968354997491e-06,1.751698701645733e-05,3.02965150812143e-05,3.535497089759383e-05,1.0000000000000002,8.423138487522878e-17,0.0,-7.150649396804026e-18,-4.771797207218075e-17,-7.150649396804026e-18,0.0,3.491885527221681e-17,-4.771797207218075e-17,3.491885527221681e-17,0.0,0.7948931088577029,0.28089334789487397,-0.5358691910040008,-0.04569554389284663,0.9999999999999999,0.07062457785854476,4.046490241187696,0.00024354191083091918,0.00043913277063117184,0.00011993187497729078,0.003151945707910813,0.015605829386191532,0.02095549499847646,0.010951341241021156,0.05614219186949164,0.0019767517368628387,-0.0033803726117299523,-0.0004527829395027626,0.11325953166739573,-0.19368108383374158,-0.025942551469035575,0.00015466596591677886,6.951796069712586e-05,-0.0002857687644039488,0.00033229218254635025,0.019038939625096587,1.0028464638791302e-07,-1.543981605747104e-07,1.2431171048181202e-07,0.10028464638791303,-0.1543981605747104,0.12431171048181203,0.000374247324080448,6.607557228665354e-05,0.00038227541323634554,4.7000121947925206e-07,4.21611041462396e-07,2.2396669234171716e-07,0.47000121947925205,0.42161104146239603,0.22396669234171715,-5.569906732990402e-07,-9.903224701204736e-08,1.0806987526174635e-06,1.2198179331356442e-06
